frame,head_amplitude,eyes_ratio,MOA
1,51.74914966836372,0.38461538461538464,0.8436614877321074
2,38.53257100086966,0.48717948717948717,0.9588521353699885
3,39.48119477506728,0.40384615384615385,0.9805806756909202
4,38.45539525082048,0.6153846153846154,0.9950371902099892
5,33.869491046323546,0.6858974358974359,0.805192560781483
6,37.79106619344784,0.8782051282051282,0.8184130245263527
7,40.97209779273069,1.0,0.7893522173763263
8,0.0,0.7371794871794872,1.0000000000000002
9,24.919919064654305,0.8012820512820513,0.9999999999999998
10,32.39464430119187,0.6923076923076923,1.0000000000000002
11,16.171288308397248,0.7692307692307693,0.9486832980505138
12,51.318079689357276,0.4807692307692308,0.9922778767136677
13,48.70839998976422,0.4807692307692308,0.9976303284229832
14,49.84876104688912,0.39743589743589747,0.9599331947368136
15,31.69458914234891,0.6153846153846154,0.9927337820337083
16,41.75639418838224,0.38461538461538464,0.9754410020677065
17,40.841833281826496,0.5576923076923077,0.9647638212377322
18,22.361533769091018,0.6153846153846154,0.9882102372837739
19,21.67967749373175,0.5192307692307693,0.962650940153899
20,36.92204679491819,0.4358974358974359,0.9901635999130859
21,50.205817286155806,0.5641025641025641,0.9224409883013097
22,53.266344510429796,0.5641025641025641,0.996240588195683
23,50.92823506284727,0.5833333333333333,1.0
24,53.716485036522954,0.641025641025641,0.9999999999999998
25,31.561617869321797,0.8012820512820513,0.9161573349021891
26,29.0923472150456,0.9487179487179487,0.9170700562532351
27,23.40531251278268,0.75,0.9805806756909201
28,45.20884737486655,0.641025641025641,0.9955557351145425
29,44.82652722032216,0.5641025641025641,0.9970544855015815
30,30.332308563240325,0.8012820512820513,0.946649906050144
31,25.734334280116528,0.46153846153846156,0.9922778767136677
32,22.777272332354766,0.641025641025641,0.9950371902099892
33,26.89520784058172,0.6666666666666667,0.9138115486202573
34,53.24740631509357,0.46153846153846156,0.7592566023652966
35,41.382248259788426,0.5576923076923077,0.9837002310416286
36,20.20825596970259,0.5897435897435898,0.9999061869691637
37,38.311428436825615,0.3653846153846154,0.9912279006826346
38,44.98864795135829,0.5576923076923077,0.9230769230769231
39,38.88986207282191,0.5576923076923077,0.9327981344055968
40,43.36891483531196,0.3653846153846154,0.8796486864220716
41,9.29755601363931,0.8653846153846154,0.8796486864220716
42,35.67425218908246,0.8653846153846154,0.5710644881985997
43,42.23902220129427,0.7435897435897436,0.8768124086713189
44,27.65951258359474,0.6153846153846154,0.9816649588223979
45,20.9662698301619,0.7371794871794872,0.7772448707074856
46,45.41061648607571,0.5384615384615385,0.9801548125884952
47,33.02318775529836,0.5576923076923077,0.6227458074066251
48,50.31748009300496,0.5641025641025641,0.9907115796044094
49,20.31425132683307,0.8012820512820513,0.8574929257125441
50,11.812987717672815,0.6923076923076923,1.0000000000000002
51,28.18904492211811,0.5897435897435898,0.8320502943378437
