frame,head_amplitude,eyes_ratio,MOA
1,13.781858740438691,0.8203125,0.8823529411764706
2,25.3404133159314,0.8828125,0.6026026663356221
3,23.114103516536847,0.9097222222222222,0.6026026663356221
4,21.504834013683706,0.8203125,0.6026026663356221
5,27.743532567640067,0.91015625,0.6459422414661737
6,30.07482855255397,0.84765625,0.8232127859153064
7,31.585063202684783,0.91015625,0.6985367247883852
8,33.70020920916834,0.5872395833333333,0.6985367247883852
9,13.91716992495742,0.8550347222222222,0.7999999999999998
10,9.326304961618678,0.8276909722222222,0.667545015752026
11,0.0,0.7443576388888888,0.7071067811865475
12,12.182604329824612,0.7686631944444444,0.8221921916437785
13,6.773864272714989,0.8276909722222222,0.7371541402007414
14,22.16080617856892,0.6822916666666667,0.970142500145332
15,30.37017934867784,0.6276041666666667,0.7534246575342467
16,30.33119093499268,0.8368055555555556,0.8320502943378437
17,21.913648166808454,0.875,0.8855472253378007
18,24.50416266473984,0.7890625,0.8823529411764706
19,25.760076614232787,0.6822916666666667,0.7893522173763263
20,21.72785855284054,0.8823784722222222,0.9260923597695476
21,26.256181212394463,0.8993055555555556,0.8772622419185101
22,30.669829623430967,0.7413194444444444,0.4961389383568338
23,13.886758430768444,0.765625,0.689655172413793
24,27.133141701560238,0.7265625,0.7534246575342467
25,36.93476863525724,0.3467881944444444,0.8828723891992798
26,35.807150401790004,0.5364583333333333,0.961187384498367
27,18.757156063500677,0.9375,0.8823529411764706
28,24.61655451948347,0.8203125,0.8772622419185101
29,24.01093267959887,0.5338541666666667,0.9726502311087318
30,18.848328837772897,0.7990451388888888,0.9363291775690444
31,22.9738526713246,0.84765625,0.6804510993672779
32,23.07433535530006,0.8550347222222222,0.6804510993672779
33,22.63451759836492,0.8506944444444444,0.8
34,24.16526826308023,0.7265625,0.8320502943378437
35,19.739167583371408,0.84765625,0.894427190999916
36,15.360172828305092,0.7200520833333333,0.8772622419185101
37,18.83936811769342,0.85546875,0.8682431421244593
38,25.57706438473934,0.84765625,0.8855472253378007
39,29.59132782780888,0.6067708333333333,0.8320502943378437
40,21.42314645211656,0.8719618055555556,0.8855472253378007
41,18.249306496703007,0.84765625,0.9058823529411764
42,27.816947473400127,0.7057291666666667,0.9138115486202572
43,23.537247885889805,0.8719618055555556,0.9021342216356464
44,30.007004203600346,0.8203125,0.9079593845004515
45,26.39759272825048,0.96875,0.8772622419185101
46,24.718600505672683,0.84765625,0.9363291775690444
47,28.63953481463988,0.5138888888888888,0.9021342216356464
48,28.112413785985822,0.91015625,0.9191450300180578
49,28.223300204657665,0.7717013888888888,0.8682431421244593
50,23.03452658232116,0.7960069444444444,0.9363291775690444
51,21.122970241568268,0.84765625,0.9761870601839528
52,20.87152461346524,0.91015625,1.0
53,26.462156855907068,0.8993055555555556,0.9363291775690444
54,24.761468843552837,0.6471354166666667,0.994505452921406
55,25.46806395028032,0.66796875,0.9726502311087318
56,19.668041376343314,0.8233506944444444,0.9938837346736188
57,21.36202099155851,0.84765625,0.9363291775690448
58,20.82591559539348,0.8203125,0.9713990064967776
59,14.040162853809548,0.5837673611111112,0.8376105968386143
60,22.41926525949585,0.875,0.9934800715262958
61,20.48977576661963,0.9618055555555556,0.9935326726564044
62,21.542132325395727,0.8993055555555556,0.9927337820337084
63,22.75109223839149,0.7057291666666667,1.0
64,28.2442169740532,0.8719618055555556,0.9967639550118452
65,11.079101912798643,0.7413194444444444,1.0000000000000002
66,16.985961974296195,0.8203125,0.9838699100999074
67,16.033858340800798,0.79296875,0.9999999999999998
68,25.760076614232787,0.9375,0.9761870601839528
69,21.92844118372301,0.8606770833333333,0.9996539193528472
70,31.260098821836344,0.7708333333333333,0.8682431421244593
